t,x,xdot,xddot,drag_aero,drag_hover,drag_brake,brakegap,Fload_brakes
1.09,2.65391406226456,4.29703823185329,-0.899733146234848,-0.00348652851397404,-0.0738503584195331,-0.0143790301138779,25,-32.0032568489955
1.1,2.69683952030444,4.28805337612261,-0.898485573068026,-0.00347197374336444,-0.0737509672480784,-0.014365802440568,25,-31.9802453900194
1.11,2.73967519217135,4.27908099725876,-0.897237886384441,-0.0034574695347206,-0.0736515381205321,-0.0143525505898483,25,-31.9571580577865
1.12,2.78242120263943,4.27012109635752,-0.895990090124304,-0.00344301576340542,-0.0735520715045885,-0.0143392746203144,25,-31.9339950153496
1.13,2.82507767649359,4.26117367447514,-0.894742188237514,-0.00342861230487883,-0.0734525678684506,-0.0143259745909432,25,-31.910756426866
1.14,2.86764473852911,4.25223873262831,-0.893494184683582,-0.00341425903469834,-0.0733530276808233,-0.0143126505610922,25,-31.8874424575953
1.15,2.91012251355122,4.24331627179399,-0.892246083431552,-0.00339995582851961,-0.0732534514109049,-0.0142993025904992,25,-31.8640532738963
1.16,2.95251112637474,4.23440629290939,-0.890997888459927,-0.00338570256209702,-0.0731538395283804,-0.0142859307392807,25,-31.8405890432249
1.17,2.99481070182364,4.22550879687183,-0.889749603756592,-0.00337149911128419,-0.0730541925034129,-0.0142725350679321,25,-31.8170499341304
1.18,3.0370213647307,4.21662378453864,-0.888501233318733,-0.00335734535203459,-0.0729545108066367,-0.014259115637326,25,-31.7934361162537
1.19,3.07914323993702,4.20775125672711,-0.887252781152761,-0.0033432411604021,-0.0728547949091492,-0.0142456725087118,25,-31.7697477603237
1.2,3.12117645229173,4.19889121421437,-0.886004251274234,-0.00332918641254154,-0.0727550452825034,-0.0142322057437149,25,-31.7459850381548
1.21,3.16312112665149,4.19004365773729,-0.884755647707781,-0.00331518098470925,-0.0726552623987,-0.0142187154043359,25,-31.7221481226441
1.22,3.20497738788014,4.18120858799242,-0.883506974487015,-0.00330122475326367,-0.0725554467301798,-0.0142052015529496,25,-31.698237187768
1.23,3.24674536084828,4.17238600563588,-0.882258235654465,-0.00328731759466588,-0.0724555987498157,-0.0141916642523039,25,-31.6742524085795
1.24,3.28842517043288,4.16357591128326,-0.881009435261487,-0.00327345938548017,-0.0723557189309053,-0.0141781035655194,25,-31.6501939612053
1.25,3.33001694151684,4.15477830550958,-0.879760577368189,-0.00325965000237461,-0.0722558077471627,-0.0141645195560884,25,-31.6260620228424
1.26,3.37152079898863,4.14599318884915,-0.878511666043351,-0.00324588932212162,-0.0721558656727111,-0.0141509122878738,25,-31.6018567717553
1.27,3.41293686774186,4.1372205617955,-0.877262705364343,-0.00323217722159852,-0.0720558931820746,-0.014137281825108,25,-31.5775783872726
1.28,3.45426527267484,4.12846042480133,-0.876013699417044,-0.00321851357778809,-0.0719558907501704,-0.0141236282323926,25,-31.5532270497841
1.29,3.49550613869024,4.11971277827837,-0.874764652295764,-0.00320489826777917,-0.0718558588523012,-0.0141099515746968,25,-31.5288029407373
1.3,3.53665959069462,4.11097762259734,-0.87351556810316,-0.00319133116876716,-0.071755797964147,-0.014096251917357,25,-31.5043062426345
1.31,3.57772575359804,4.10225495808784,-0.872266450950155,-0.00317781215805467,-0.0716557085617576,-0.0140825293260751,25,-31.4797371390292
1.32,3.61870475231368,4.09354478503828,-0.871017304955857,-0.003164341113052,-0.0715555911215441,-0.0140687838669184,25,-31.4550958145228
1.33,3.65959671175735,4.08484710369581,-0.869768134247476,-0.00315091791127778,-0.0714554461202715,-0.0140550156063179,25,-31.4303824547614
1.34,3.70040175684716,4.07616191426621,-0.868518942960245,-0.00313754243035946,-0.0713552740350506,-0.0140412246110675,25,-31.4055972464323
1.35,3.74112001250306,4.06748921691383,-0.867269735237329,-0.00312421454803395,-0.0712550753433298,-0.0140274109483232,25,-31.3807403772608
1.36,3.78175160364643,4.05882901176154,-0.866020515229753,-0.00311093414214812,-0.0711548505228876,-0.0140135746856017,25,-31.3558120360062
1.37,3.82229665519969,4.05018129889057,-0.864771287096311,-0.00309770109065941,-0.0710546000518241,-0.0139997158907796,25,-31.330812412459
1.38,3.86275529208585,4.04154607834054,-0.863522055003486,-0.00308451527163636,-0.0709543244085535,-0.0139858346320922,25,-31.3057416974366
1.39,3.9031276392281,4.03292335010928,-0.862272823125366,-0.0030713765632592,-0.0708540240717955,-0.0139719309781324,25,-31.2806000827803
1.4,3.94341382154941,4.02431311415285,-0.861023595643557,-0.00305828484382041,-0.070753699520568,-0.0139580049978498,25,-31.2553877613517
1.41,3.9836139639721,4.01571537038538,-0.859774376747104,-0.00304523999172527,-0.0706533512341783,-0.0139440567605495,25,-31.2301049270284
1.42,4.02372819141742,4.00713011867905,-0.858525170632403,-0.00303224188549244,-0.0705529796922156,-0.0139300863358907,25,-31.2047517747012
1.43,4.06375662880514,3.99855735886402,-0.857275981503118,-0.0030192904037545,-0.0704525853745427,-0.013916093793886,25,-31.1793285002697
1.44,4.1036994010531,3.98999709072832,-0.856026813570093,-0.00300638542525854,-0.0703521687612881,-0.0139020792049002,25,-31.1538353006389
1.45,4.14355663307683,3.98144931401781,-0.854777671051272,-0.00299352682886672,-0.0702517303328375,-0.0138880426396487,25,-31.1282723737151
1.46,4.1833284497891,3.97291402843609,-0.853528558171608,-0.00298071449355681,-0.0701512705698262,-0.0138739841691968,25,-31.1026399184026
1.47,4.2230149760995,3.96439123364446,-0.852279479162982,-0.00296794829842277,-0.0700507899531307,-0.0138599038649585,25,-31.0769381345993
1.48,4.26261633691403,3.95588092926182,-0.851030438264114,-0.0029552281226753,-0.0699502889638606,-0.013845801798695,25,-31.0511672231932
1.49,4.30213265713466,3.94738311486462,-0.849781439720479,-0.00294255384564243,-0.0698497680833505,-0.0138316780425136,25,-31.025327386058
1.5,4.34156406165892,3.93889778998677,-0.848532487784218,-0.00292992534677005,-0.069749227793152,-0.0138175326688667,25,-30.9994188260498
1.51,4.38091067537945,3.93042495411963,-0.847283586714055,-0.00291734250562248,-0.0696486685750254,-0.0138033657505505,25,-30.9734417470024
1.52,4.42017262318361,3.92196460671188,-0.846034740775206,-0.00290480520188302,-0.0695480909109312,-0.0137891773607033,25,-30.9473963537239
1.53,4.45935002995302,3.91351674716949,-0.844785954239297,-0.00289231331535455,-0.0694474952830227,-0.0137749675728049,25,-30.9212828519922
1.54,4.49844302056314,3.90508137485564,-0.84353723138427,-0.00287986672596004,-0.0693468821736371,-0.013760736460675,25,-30.895101448551
1.55,4.53745171988288,3.8966584890907,-0.842288576494302,-0.00286746531374314,-0.0692462520652879,-0.0137464840984718,25,-30.8688523511057
1.56,4.57637625277409,3.8882480891521,-0.841039993859717,-0.00285510895886871,-0.0691456054406559,-0.0137322105606911,25,-30.8425357683195
1.57,4.61521674409122,3.87985017427434,-0.83979148777689,-0.00284279754162341,-0.069044942782582,-0.0137179159221646,25,-30.8161519098085
1.58,4.65397331868084,3.87146474364885,-0.83854306254817,-0.00283053094241626,-0.0689442645740582,-0.0137036002580587,25,-30.7897009861383
1.59,4.6926461013812,3.86309179642404,-0.837294722481785,-0.00281830904177915,-0.0688435712982197,-0.0136892636438732,25,-30.7631832088192
1.6,4.73123521702185,3.85473133170512,-0.836046471891754,-0.00280613172036744,-0.0687428634383366,-0.0136749061554401,25,-30.7365987903019
1.61,4.76974079042314,3.84638334855414,-0.8347983150978,-0.00279399885896049,-0.0686421414778056,-0.0136605278689221,25,-30.7099479439736
1.62,4.80816294639586,3.83804784598989,-0.833550256425262,-0.00278191033846224,-0.0685414059001419,-0.0136461288608109,25,-30.683230884153
1.63,4.84650180974075,3.82972482298784,-0.832302300205001,-0.00276986603990175,-0.068440657188971,-0.0136317092079266,25,-30.6564478260866
1.64,4.88475750524809,3.8214142784801,-0.831054450773317,-0.00275786584443374,-0.06833989582802,-0.0136172689874155,25,-30.6295989859437
1.65,4.92293015769727,3.81311621135539,-0.829806712471857,-0.00274590963333916,-0.06823912230111,-0.0136028082767493,25,-30.6026845808121
1.66,4.96101989185634,3.80483062045891,-0.828559089647523,-0.00273399728802575,-0.0681383370921471,-0.0135883271537234,25,-30.5757048286938
1.67,4.9990268324816,3.79655750459239,-0.827311586652385,-0.00272212869002856,-0.068037540685115,-0.0135738256964554,25,-30.5486599485003
1.68,5.03695110431713,3.78829686251395,-0.826064207843593,-0.00271030372101053,-0.0679367335640657,-0.0135593039833838,25,-30.5215501600481
1.69,5.07479283209439,3.78004869293812,-0.824816957583281,-0.00269852226276303,-0.067835916213112,-0.0135447620932667,25,-30.494375684054
1.7,5.11255214053176,3.77181299453573,-0.823569840238481,-0.0026867841972064,-0.0677350891164191,-0.0135302001051799,25,-30.4671367421307
1.71,5.15022915433411,3.76358976593392,-0.822322860181032,-0.0026750894063905,-0.0676342527581957,-0.0135156180985159,25,-30.4398335567819
1.72,5.18782399819236,3.75537900571605,-0.821076021787489,-0.00266343777249528,-0.0675334076226866,-0.0135010161529821,25,-30.4124663513977
1.73,5.22533679678305,3.74718071242166,-0.819829329439031,-0.00265182917783129,-0.0674325541941638,-0.0134863943485994,25,-30.3850353502501
1.74,5.26276767476789,3.73899488454644,-0.818582787521374,-0.00264026350484026,-0.0673316929569182,-0.0134717527657007,25,-30.3575407784879
1.75,5.30011675679333,3.7308215205422,-0.817336400424675,-0.00262874063609561,-0.0672308243952518,-0.0134570914849294,25,-30.3299828621323
1.76,5.33738416749012,3.72266061881676,-0.816090172543442,-0.00261726045430301,-0.0671299489934686,-0.0134424105872378,25,-30.3023618280716
1.77,5.37457003147288,3.714512177734,-0.814844108276447,-0.00260582284230094,-0.067029067235867,-0.0134277101538858,25,-30.274677904057
1.78,5.41167447333962,3.70637619561373,-0.813598212026628,-0.00259442768306121,-0.0669281796067312,-0.0134129902664388,25,-30.2469313186973
1.79,5.44869761767134,3.69825267073172,-0.812352488201002,-0.00258307485968948,-0.0668272865903228,-0.0133982510067668,25,-30.219122301454
1.8,5.4856395890316,3.69014160131962,-0.811106941210573,-0.00257176425542586,-0.0667263886708726,-0.0133834924570423,25,-30.1912510826365
1.81,5.52250051196602,3.68204298556491,-0.809861575470235,-0.00256049575364538,-0.0666254863325723,-0.013368714699739,25,-30.1633178933973
1.82,5.5592805110019,3.67395682161093,-0.808616395398688,-0.00254926923785857,-0.0665245800595662,-0.0133539178176301,25,-30.1353229657268
1.83,5.59597971064774,3.66588310755674,-0.80737140541834,-0.00253808459171199,-0.0664236703359426,-0.0133391018937868,25,-30.1072665324482
1.84,5.63259823539281,3.65782184145719,-0.806126609955216,-0.00252694169898876,-0.0663227576457259,-0.0133242670115764,25,-30.0791488272129
1.85,5.66913620970671,3.6497730213228,-0.804882013438867,-0.00251584044360907,-0.0662218424728681,-0.0133094132546612,25,-30.0509700844948
1.86,5.70559375803892,3.64173664511978,-0.803637620302277,-0.00250478070963076,-0.0661209253012404,-0.0132945407069961,25,-30.0227305395859
1.87,5.74197100481837,3.63371271076996,-0.80239343498177,-0.00249376238124982,-0.0660200066146248,-0.0132796494528276,25,-29.9944304285907
1.88,5.77826807445298,3.62570121615079,-0.801149461916915,-0.00248278534280093,-0.0659190868967063,-0.0132647395766921,25,-29.966069988421
1.89,5.81448509132921,3.61770215909529,-0.799905705550439,-0.00247184947875797,-0.0658181666310639,-0.0132498111634135,25,-29.9376494567911
1.9,5.85062217981164,3.60971553739201,-0.79866217032813,-0.00246095467373457,-0.0657172463011628,-0.0132348642981027,25,-29.9091690722126
1.91,5.88667946424253,3.60174134878502,-0.797418860698742,-0.00245010081248465,-0.0656163263903456,-0.0132198990661547,25,-29.8806290739885
1.92,5.92265706894132,3.59377959097388,-0.796175781113909,-0.00243928777990289,-0.0655154073818248,-0.0132049155532477,25,-29.8520297022087
1.93,5.95855511820426,3.5858302616136,-0.794932936028044,-0.00242851546102531,-0.0654144897586736,-0.0131899138453413,25,-29.8233711977446
1.94,5.9943737363039,3.57789335831462,-0.793690329898251,-0.00241778374102976,-0.065313574003818,-0.0131748940286743,25,-29.7946538022432
1.95,6.03011304748869,3.56996887864278,-0.79244796718423,-0.00240709250523647,-0.0652126606000286,-0.0131598561897635,25,-29.7658777581226
1.96,6.0657731759825,3.56205682011929,-0.791205852348183,-0.00239644163910853,-0.0651117500299122,-0.0131448004154016,25,-29.7370433085659
1.97,6.1013542459842,3.55415718022075,-0.789963989854721,-0.00238583102825244,-0.0650108427759034,-0.0131297267926557,25,-29.7081506975163
1.98,6.1368563816672,3.54626995637904,-0.788722384170772,-0.00237526055841862,-0.0649099393202565,-0.0131146354088653,25,-29.6792001696716
