t,x,xdot,xddot,drag_aero,drag_hover,drag_brake,drag_ski,brakegap,Fload_brakes
0.65,0.297684184071744,0.889227717265765,1.25347039255018,-3.9325635032633e-06,-0.0202317248473533,-0.00477379118943478,-0.0472157917105975,25,-12.2724196175803
0.66,0.30663897651583,0.901730771551543,1.25030542857775,-4.04582073398914e-06,-0.0204977674677256,-0.00483262889324751,-0.0472134244260656,25,-12.3965247244349
0.67,0.31571864207448,0.914202340178441,1.24715686268983,-4.16039373531455e-06,-0.020762519847046,-0.00489107785855211,-0.0472110632370758,25,-12.5198731354169
0.68,0.324922866704647,0.926642585854935,1.24402456764941,-4.27627189297675e-06,-0.0210259914797122,-0.00494914160356499,-0.0472087081117601,25,-12.6424694413435
0.69,0.334251337984073,0.939051670030313,1.24090841753782,-4.39344469489902e-06,-0.0212881917660995,-0.00500682360579119,-0.0472063590184992,25,-12.7643182400393
0.7,0.343703745098763,0.951429752907689,1.23780828773755,-4.51190172998248e-06,-0.0215491300137319,-0.00506412730259858,-0.0472040159259203,25,-12.8854241342761
0.71,0.353279778830586,0.963776993456844,1.23472405491552,-4.6316326869152e-06,-0.0218088154384353,-0.00512105609178263,-0.0472016788028938,25,-13.0057917298234
0.72,0.362979131545005,0.976093549426909,1.23165559700646,-4.75262735299803e-06,-0.0220672571654739,-0.0051776133321217,-0.0471993476185317,25,-13.1254256336065
0.73,0.372801497178934,0.988379577358875,1.22860279319665,-4.87487561298711e-06,-0.0223244642306698,-0.00523380234392323,-0.0471970223421842,25,-13.2443304519641
0.74,0.382746571228718,1.00063523259795,1.22556552390785,-4.9983674479527e-06,-0.0225804455815053,-0.00528962640956082,-0.0471947029434378,25,-13.3625107890018
0.75,0.392814050738236,1.01286066930577,1.22254367078149,-5.123092934154e-06,-0.0228352100782093,-0.00534508877400257,-0.0471923893921129,25,-13.4799712450363
0.76,0.403003634287127,1.0250560404724,1.21953711666312,-5.24904224192985e-06,-0.0230887664948273,-0.00540019264533059,-0.0471900816582611,25,-13.5967164151258
0.77,0.413315021979131,1.03722149792827,1.21654574558707,-5.37620563460482e-06,-0.0233411235202762,-0.00545494119525219,-0.0471877797121629,25,-13.7127508876817
0.78,0.423747915430551,1.04935719235588,1.21356944276141,-5.50457346741076e-06,-0.0235922897593825,-0.00550933755960251,-0.0471854835243256,25,-13.8280792431584
0.79,0.434302017758838,1.06146327330141,1.21060809455301,-5.63413618642316e-06,-0.0238422737339063,-0.00556338483883915,-0.0471831930654808,25,-13.9427060528166
0.8,0.444977033571276,1.07353988918614,1.20766158847299,-5.76488432751246e-06,-0.0240910838835494,-0.00561708609852857,-0.0471809083065821,25,-14.0566358775564
0.810000000000001,0.455772668953795,1.08558718731777,1.20472981316225,-5.8968085153098e-06,-0.0243387285669497,-0.00567044436982477,-0.047178629218803,25,-14.1698732668174
0.820000000000001,0.466688631459892,1.09760531390154,1.2018126583773,-6.0298994621871e-06,-0.0245852160626597,-0.00572346264994009,-0.0471763557735347,25,-14.2824227575416
0.830000000000001,0.477724630099656,1.1095944140513,1.19891001497627,-6.16414796725119e-06,-0.0248305545701121,-0.00577614390260846,-0.0471740879423835,25,-14.394288873197
0.840000000000001,0.488880375328914,1.12155463180035,1.19602177490516,-6.29954491535183e-06,-0.0250747522105705,-0.00582849105854127,-0.0471718256971692,25,-14.5054761228575
0.850000000000001,0.500155579038477,1.1334861101122,1.19314783118426,-6.43608127610325e-06,-0.0253178170280668,-0.00588050701587573,-0.0471695690099228,25,-14.6159890003375
0.860000000000001,0.511549954543494,1.14538899089114,1.19028807789479,-6.57374810291921e-06,-0.0255597569903246,-0.00593219464061627,-0.047167317852884,25,-14.7258319833787
0.870000000000001,0.523063216572913,1.1572634149928,1.18744241016573,-6.71253653206112e-06,-0.0258005799896699,-0.00598355676706871,-0.0471650721984996,25,-14.8350095328851
0.880000000000001,0.53469508125905,1.16910952223441,1.1846107241609,-6.85243778169925e-06,-0.0260402938439283,-0.00603459619826757,-0.0471628320194214,25,-14.943526092205
0.890000000000001,0.546445266127247,1.18092745140507,1.18179291706611,-6.99344315098661e-06,-0.0262789062973093,-0.00608531570639666,-0.0471605972885039,25,-15.0513860864578
0.900000000000001,0.558313490085651,1.19271734027584,1.17898888707666,-7.13554401914543e-06,-0.0265164250212782,-0.00613571803320283,-0.0471583679788024,25,-15.1585939219023
0.910000000000001,0.570299473415079,1.20447932560969,1.17619853338489,-7.27873184456602e-06,-0.0267528576154152,-0.00618580589040336,-0.047156144063571,25,-15.265153985346
0.920000000000001,0.582402937758984,1.21621354317137,1.17342175616798,-7.42299816391775e-06,-0.0269882116082628,-0.00623558196008677,-0.047153925516261,25,-15.3710706435921
0.930000000000001,0.594623606113527,1.22792012773713,1.17065845657591,-7.56833459127206e-06,-0.0272224944581609,-0.0062850488951074,-0.0471517123105183,25,-15.476348242923
0.940000000000001,0.606961202817734,1.23959921310432,1.16790853671962,-7.71473281723718e-06,-0.0274557135540696,-0.00633420931947376,-0.047149504420182,25,-15.5809911086179
0.950000000000001,0.61941545354376,1.25125093210092,1.16517189965928,-7.86218460810452e-06,-0.0276878762163812,-0.00638306582873081,-0.0471473018192826,25,-15.6850035445049
0.960000000000001,0.631986085287239,1.26287541659484,1.16244844939285,-8.01068180500646e-06,-0.0279189896977203,-0.00643162099033626,-0.0471451044820395,25,-15.7883898325419
0.970000000000001,0.64467282635773,1.27447279750329,1.15973809084465,-8.16021632308532e-06,-0.0281490611837328,-0.00647987734403099,-0.0471429123828599,25,-15.8911542324301
0.980000000000001,0.657475406369255,1.28604320480183,1.15704072985424,-8.31078015067349e-06,-0.0283780977938634,-0.00652783740220371,-0.0471407254963365,25,-15.9933009812533
0.990000000000001,0.670393556230932,1.29758676753349,1.15435627316537,-8.46236534848436e-06,-0.0286061065821229,-0.00657550365024999,-0.0471385437972458,25,-16.0948342931461
1,0.683427008137688,1.30910361381764,1.15168462841512,-8.61496404881402e-06,-0.0288330945378446,-0.00662287854692568,-0.0471363672605465,25,-16.1957583589867
1.01,0.69647739556107,1.30097387085887,-0.812974295876786,-8.76856845475351e-06,-0.0290590685864294,-0.00666996452469491,-0.0471341958613777,25,-16.2910951291618
1.02,0.709446579367758,1.29286289047862,-0.81109803802474,-8.65999819717556e-06,-0.028899604094192,-0.00663674508679777,-0.0471357286418875,25,-16.2203178556889
1.03,0.722334747129029,1.28477066177566,-0.809222870296297,-8.55235250734373e-06,-0.0287402654464979,-0.00660351349132126,-0.0471372579345764,25,-16.1495204901425
1.04,0.735142086306433,1.27669717370507,-0.807348807059384,-8.4456265699907e-06,-0.0285810537653481,-0.00657027008398728,-0.0471387837411571,25,-16.0787040613511
1.05,0.747868784250351,1.2686424150786,-0.805475862646182,-8.33981558238184e-06,-0.0284219701689968,-0.00653701521058044,-0.0471403060633707,25,-16.0078695983365
1.06,0.760515028198569,1.26060637456508,-0.803604051352728,-8.23491475435816e-06,-0.0282630157719228,-0.00650374921693503,-0.047141824902986,25,-15.9370181302792
1.07,0.773081005274848,1.25258904069069,-0.801733387438505,-8.13091930837873e-06,-0.0281041916848018,-0.00647047244892208,-0.0471433402618001,25,-15.8661506864838
1.08,0.785566902487499,1.24459040183943,-0.79986388512604,-8.02782447956256e-06,-0.027945499014478,-0.00643718525243629,-0.0471448521416377,25,-15.7952682963445
1.09,0.797972906727963,1.23661044625343,-0.797995558600507,-7.92562551572997e-06,-0.0277869388639366,-0.00640388797338309,-0.0471463605443519,25,-15.7243719893105
1.1,0.810299204769397,1.22864916203333,-0.796128422009328,-7.82431767744343e-06,-0.0276285123322761,-0.00637058095766567,-0.047147865471823,25,-15.6534627948515
1.11,0.822545983265257,1.22070653713871,-0.794262489461777,-7.7238962380479e-06,-0.0274702205146811,-0.00633726455117207,-0.0471493669259594,25,-15.5825417424235
1.12,0.834713428747893,1.21278255938843,-0.792397775028588,-7.62435648371056e-06,-0.0273120645023952,-0.00630393909976217,-0.0471508649086972,25,-15.5116098614344
1.13,0.84680172762714,1.20487721646101,-0.790534292741566,-7.52569371346013e-06,-0.027154045382694,-0.00627060494925485,-0.0471523594219998,25,-15.44066818121
1.14,0.85881106618892,1.19699049589508,-0.788672056593196,-7.42790323922555e-06,-0.026996164238859,-0.00623726244541509,-0.0471538504678584,25,-15.36971773096
1.15,0.870741630593844,1.18912238508972,-0.786811080536262,-7.33098038587423e-06,-0.0268384221501504,-0.00620391193394105,-0.0471553380482915,25,-15.2987595397435
1.16,0.882593606875817,1.18127287130488,-0.78495137848346,-7.23492049124968e-06,-0.0266808201917816,-0.00617055376045126,-0.0471568221653451,25,-15.2277946364359
1.17,0.894367180940651,1.17344194166181,-0.783092964307016,-7.13971890620867e-06,-0.0265233594348931,-0.00613718827047178,-0.0471583028210924,25,-15.1568240496946
1.18,0.906062538564677,1.16562958314343,-0.781235851838317,-7.04537099465787e-06,-0.0263660409465268,-0.00610381580942336,-0.0471597800176338,25,-15.0858488079252
1.19,0.917679865393368,1.15783578259476,-0.779380054867523,-6.9518721335899e-06,-0.0262088657896003,-0.00607043672260872,-0.0471612537570971,25,-15.0148699392486
1.2,0.929219346939958,1.15006052672332,-0.777525587143205,-6.85921771311891e-06,-0.0260518350228821,-0.00603705135519973,-0.0471627240416368,25,-14.9438884714669
1.21,0.940681168584073,1.1423038020996,-0.775672462371969,-6.76740313651559e-06,-0.0258949497009664,-0.00600366005222468,-0.0471641908734347,25,-14.8729054320302
1.22,0.952065515570358,1.13456559515742,-0.773820694218087,-6.67642382024168e-06,-0.0257382108742484,-0.00597026315855562,-0.0471656542546995,25,-14.8019218480036
1.23,0.963372573007117,1.12684589219439,-0.771970296303136,-6.58627519398395e-06,-0.0255816195888998,-0.00593686101889562,-0.0471671141876667,25,-14.7309387460337
1.24,0.974602525864951,1.11914467937234,-0.770121282205635,-6.49695270068759e-06,-0.0254251768868445,-0.00590345397776614,-0.0471685706745985,25,-14.6599571523161
1.25,0.985755558975401,1.11146194271773,-0.768273665460682,-6.40845179658917e-06,-0.0252688838057347,-0.00587004237949442,-0.0471700237177839,25,-14.588978092562
1.26,0.996831857029601,1.10379766812213,-0.766427459559598,-6.32076795124899e-06,-0.025112741378927,-0.00583662656820086,-0.0471714733195384,25,-14.5180025919658
1.27,1.00783160457692,1.09615184134264,-0.764582677949575,-6.23389664758296e-06,-0.024956750635459,-0.00580320688778647,-0.0471729194822043,25,-14.4470316751722
1.28,1.01875498602365,1.0885244480023,-0.76273933403332,-6.14783338189385e-06,-0.0248009126000259,-0.00576978368192033,-0.04717436220815,25,-14.3760663662442
1.29,1.02960218563161,1.08091547359062,-0.760897441168711,-6.06257366390216e-06,-0.0246452282929575,-0.0057363572940271,-0.0471758014997705,25,-14.3051076886299
1.3,1.04037338751689,1.07332490346393,-0.759057012668445,-5.97811301677635e-06,-0.0244896987301955,-0.00570292806727455,-0.0471772373594871,25,-14.2341566651312
1.31,1.05106877564844,1.06575272284593,-0.757218061799698,-5.89444697716254e-06,-0.0243343249232709,-0.00566949634456114,-0.0471786697897472,25,-14.163214317871
1.32,1.06168853384681,1.0581989168281,-0.755380601783786,-5.81157109521377e-06,-0.0241791078792817,-0.00563606246850358,-0.0471800987930243,25,-14.0922816682615
1.33,1.0722328457828,1.05066347037014,-0.753544645795821,-5.72948093461863e-06,-0.0240240486008708,-0.00560262678142454,-0.047181524371818,25,-14.0213597369726
1.34,1.08270189497615,1.04314636830049,-0.751710206964381,-5.64817207262945e-06,-0.0238691480862044,-0.00556918962534026,-0.0471829465286539,25,-13.9504495438998
1.35,1.09309586479424,1.03564759531678,-0.749877298371174,-5.56764010008986e-06,-0.0237144073289502,-0.00553575134194832,-0.0471843652660834,25,-13.8795521081331
1.36,1.10341493845075,1.02816713598628,-0.748045933050715,-5.48788062146195e-06,-0.0235598273182564,-0.00550231227261535,-0.0471857805866837,25,-13.8086684479252
1.37,1.11365929900441,1.02070497474638,-0.746216123989989,-5.4088892548528e-06,-0.0234054090387304,-0.00546887275836485,-0.0471871924930576,25,-13.7377995806609
1.38,1.12382912935767,1.01326109590509,-0.744387884128136,-5.33066163204052e-06,-0.0232511534704181,-0.00543543313986502,-0.0471886009878337,25,-13.6669465228252
1.39,1.13392461225541,1.00583548364153,-0.742561226356127,-5.25319339849977e-06,-0.0230970615887837,-0.00540199375741663,-0.0471900060736659,25,-13.5961102899731
1.4,1.14394593028364,0.998428122006369,-0.740736163516445,-5.17648021342678e-06,-0.0229431343646889,-0.00536855495094095,-0.0471914077532338,25,-13.5252918966988
1.41,1.15389326586829,0.991038994922341,-0.738912708402771,-5.10051774976375e-06,-0.0227893727643731,-0.00533511705996768,-0.0471928060292419,25,-13.4544923566044
1.42,1.16376680127382,0.983668086184744,-0.737090873759673,-5.02530169422286e-06,-0.0226357777494338,-0.005301680423623,-0.0471942009044205,25,-13.3837126822706
1.43,1.17356671860206,0.976315379461921,-0.735270672282293,-4.95082774730966e-06,-0.0224823502768071,-0.00526824538061758,-0.0471955923815245,25,-13.3129538852253
1.44,1.18329319979085,0.968980858295761,-0.733452116616046,-4.87709162334595e-06,-0.0223290912987481,-0.00523481226923469,-0.0471969804633343,25,-13.2422169759144
1.45,1.19294642661284,0.961664506102198,-0.731635219356312,-4.8040890504922e-06,-0.0221760017628123,-0.00520138142731836,-0.047198365152655,25,-13.1715029636716
1.46,1.2025265806742,0.954366306171717,-0.72981999304814,-4.73181577076936e-06,-0.0220230826118365,-0.00516795319226154,-0.0471997464523167,25,-13.1008128566883
1.47,1.21203384341341,0.947086241669857,-0.728006450185947,-4.66026754008023e-06,-0.021870334783921,-0.00513452790099432,-0.0472011243651743,25,-13.0301476619846
1.48,1.22146839609995,0.939824295637725,-0.726194603213225,-4.58944012823025e-06,-0.0217177592124105,-0.00510110588997228,-0.0472024988941073,25,-12.9595083853797
1.49,1.2308304198331,0.932580450992502,-0.72438446452225,-4.51932931894782e-06,-0.0215653568258768,-0.00506768749516475,-0.0472038700420198,25,-12.8888960314625
1.5,1.2401200955407,0.925354690527964,-0.722576046453796,-4.44993090990405e-06,-0.021413128548101,-0.00503427305204325,-0.0472052378118405,25,-12.8183116035628
1.51,1.24933760397792,0.918146996914996,-0.720769361296844,-4.38124071273208e-06,-0.0212610752980558,-0.00500086289556989,-0.0472066022065223,25,-12.7477561037224
1.52,1.258483125726,0.910957352702113,-0.718964421288308,-4.31325455304574e-06,-0.0211091979898888,-0.00496745736018587,-0.0472079632290428,25,-12.6772305326666
1.53,1.26755684119109,0.903785740315985,-0.717161238612747,-4.24596827045789e-06,-0.0209574975329051,-0.00493405677980004,-0.0472093208824033,25,-12.6067358897754
1.54,1.27655893060298,0.896632142061964,-0.715359825402096,-4.17937771859806e-06,-0.0208059748315509,-0.00490066148777743,-0.0472106751696296,25,-12.5362731730556
1.55,1.28548957401392,0.88949654012461,-0.713560193735392,-4.11347876512968e-06,-0.0206546307853972,-0.00486727181692796,-0.0472120260937713,25,-12.4658433791124
1.56,1.29434895129738,0.882378916568225,-0.7117623556385,-4.04826729176681e-06,-0.0205034662891236,-0.00483388809949512,-0.047213373657902,25,-12.3954475031218
1.57,1.30313724214691,0.875279253337387,-0.709966323083853,-3.98373919429029e-06,-0.0203524822325024,-0.00480051066714471,-0.0472147178651191,25,-12.3250865388029
1.58,1.31185462607488,0.868197532257485,-0.708172107990182,-3.91989038256342e-06,-0.0202016795003832,-0.00476713985095368,-0.0472160587185438,25,-12.2547614783902
1.59,1.32050128241135,0.861133735035262,-0.70637972222226,-3.85671678054717e-06,-0.0200510589726772,-0.00473377598139897,-0.0472173962213207,25,-12.1844733126064
1.6,1.32907739030282,0.854087843259356,-0.704589177590643,-3.79421432631478e-06,-0.0199006215243425,-0.00470041938834645,-0.0472187303766181,25,-12.1142230306355
1.61,1.33758312871112,0.847059838400842,-0.702800485851416,-3.73237897206599e-06,-0.0197503680253692,-0.00466707040103992,-0.0472200611876276,25,-12.0440116200958
1.62,1.3460186764122,0.840049701813782,-0.701013658705943,-3.67120668414064e-06,-0.0196002993407648,-0.0046337293480901,-0.0472213886575642,25,-11.9738400670133
1.63,1.35438421199494,0.833057414735776,-0.699228707800618,-3.61069344303186e-06,-0.01945041633054,-0.00460039655746382,-0.0472227127896661,25,-11.9037093557951
1.64,1.36267991386006,0.82608295828851,-0.697445644726622,-3.5508352433987e-06,-0.0193007198496947,-0.00456707235647308,-0.0472240335871945,25,-11.8336204692035
1.65,1.3709059602189,0.819126313478313,-0.695664481019679,-3.49162809407829e-06,-0.0191512107482041,-0.00453375707176437,-0.0472253510534337,25,-11.7635743883295
1.66,1.37906252909227,0.812187461196715,-0.693885228159821,-3.4330680180975e-06,-0.0190018898710056,-0.00450045102930787,-0.0472266651916909,25,-11.6935720925675
1.67,1.38714979830936,0.805266382221004,-0.69210789757115,-3.37515105268407e-06,-0.0188527580579852,-0.00446715455438687,-0.047227976005296,25,-11.6236145595893
1.68,1.39516794550654,0.798363057214788,-0.690332500621609,-3.31787324927732e-06,-0.0187038161439646,-0.00443386797158711,-0.0472292834976016,25,-11.5537027653192
1.69,1.40311714812626,0.79147746672856,-0.688559048622751,-3.26123067353825e-06,-0.0185550649586888,-0.00440059160478631,-0.047230587671983,25,-11.4838376839081
